Episode,Score,Total Reward,Time Alive,loss,Epsilon,Replay Buffer Size,Train Steps
708,0,-96.6,34,"tensor(146.5081, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8469
709,0,-90.4,96,"tensor(102.1479, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8479
710,0,-88.6,114,"tensor(42.4140, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8490
711,1,21.6,216,"tensor(3.7603, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8512
712,0,-96.9,31,"tensor(152.3830, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8515
713,5,465.8,658,"tensor(123.1649, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8581
714,0,-96.8,32,"tensor(108.8281, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8584
715,0,-91,90,"tensor(140.7036, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8593
716,0,-96.7,33,"tensor(47.3330, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8596
717,3,244.3,443,"tensor(91.5791, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8641
718,0,-89.7,103,"tensor(137.2968, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8651
719,0,-95.9,41,"tensor(149.7034, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8655
720,0,-96.9,31,"tensor(93.4773, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8658
721,0,-96.9,31,"tensor(41.7838, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8661
722,0,-96.9,31,"tensor(28.3467, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8664
723,3,244.1,441,"tensor(28.8915, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8708
724,2,134.5,345,"tensor(33.0945, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8743
725,0,-96.9,31,"tensor(83.1289, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8746
726,1,22.6,226,"tensor(55.3686, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8769
727,6,578.9,789,"tensor(2.3222, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8848
728,0,-96.9,31,"tensor(90.4786, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8851
729,1,20.5,205,"tensor(158.8520, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8871
730,2,133.4,334,"tensor(41.2199, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8905
731,0,-96.6,34,"tensor(159.3932, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8908
732,2,131.9,319,"tensor(123.6305, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8940
733,3,245.6,456,"tensor(212.2519, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8985
734,0,-95.9,41,"tensor(81.8614, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8990
735,0,-92.6,74,"tensor(108.0497, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8997
736,3,248.5,485,"tensor(79.7377, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9045
737,3,245.3,453,"tensor(136.2373, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9091
738,1,21.3,213,"tensor(42.8790, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9112
739,0,-91.3,87,"tensor(2.2701, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9121
740,0,-95.9,41,"tensor(139.1170, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9125
741,3,246.7,467,"tensor(73.3445, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9172
742,0,-90.3,97,"tensor(71.5848, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9181
743,0,-86.2,138,"tensor(3.2346, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9195
744,0,-88.5,115,"tensor(101.0638, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9207
745,2,133.4,334,"tensor(22.6656, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9240
746,2,135.5,355,"tensor(81.9711, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9275
747,1,21.3,213,"tensor(40.7840, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9297
748,0,-95.9,41,"tensor(152.7953, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9301
749,2,130.1,301,"tensor(44.3990, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9331
750,0,-95.9,41,"tensor(122.0381, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9335
751,0,-91.5,85,"tensor(123.6870, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9344
752,0,-89.6,104,"tensor(64.5290, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9354
753,0,-95.9,41,"tensor(217.0746, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9358
754,0,-91.5,85,"tensor(32.4672, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9367
755,1,21.7,217,"tensor(105.9077, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9388
756,0,-86.8,132,"tensor(64.4724, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9401
757,0,-88.2,118,"tensor(41.4087, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9413
758,1,21.6,216,"tensor(1.4345, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9435
759,3,246.3,463,"tensor(89.3581, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9481
760,0,-89.6,104,"tensor(139.6108, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9492
761,0,-95.9,41,"tensor(37.9743, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9496
762,0,-92,80,"tensor(57.6701, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9504
763,0,-95.9,41,"tensor(156.6789, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9508
764,0,-95.9,41,"tensor(108.2025, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9512
765,0,-95.9,41,"tensor(81.6886, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9516
766,0,-89.9,101,"tensor(113.1422, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9526
767,0,-95.9,41,"tensor(116.9125, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9530
768,1,20.2,202,"tensor(53.5647, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9550
769,0,-87.1,129,"tensor(79.4466, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9563
770,1,20.6,206,"tensor(78.5804, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9584
771,5,468.6,686,"tensor(38.5627, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9652
772,14,1472.8,1728,"tensor(105.7512, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9825
773,0,-86.7,133,"tensor(115.9364, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9839
774,1,21.1,211,"tensor(0.9741, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9860
775,0,-95.9,41,"tensor(83.1111, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9864
776,0,-92.6,74,"tensor(114.7816, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9871
777,6,581.6,816,"tensor(41.2147, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9953
778,3,243.8,438,"tensor(152.8920, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,9997
779,0,-95.9,41,"tensor(110.9322, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10001
780,1,21.6,216,"tensor(237.5740, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10022
781,1,20.5,205,"tensor(271.7046, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10043
782,0,-95.9,41,"tensor(85.0293, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10047
783,0,-92.6,74,"tensor(228.6064, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10054
784,0,-95.9,41,"tensor(74.8053, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10058
785,0,-95.9,41,"tensor(77.4729, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10062
786,1,25.7,257,"tensor(16.7118, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10088
787,0,-94.9,51,"tensor(115.9102, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10093
788,0,-95.9,41,"tensor(120.9796, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10097
789,0,-95.9,41,"tensor(80.2905, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10101
790,1,21.5,215,"tensor(78.9931, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10123
791,0,-95.9,41,"tensor(116.4718, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10127
792,5,466.4,664,"tensor(70.8050, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10193
793,0,-89.1,109,"tensor(111.7317, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10204
794,0,-95.9,41,"tensor(42.8201, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10208
795,0,-95.9,41,"tensor(64.8932, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10213
796,0,-95.9,41,"tensor(196.6936, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10217
797,0,-87.6,124,"tensor(79.9640, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10229
798,2,126.3,263,"tensor(2.1954, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10255
799,0,-95.9,41,"tensor(164.0818, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10259
800,0,-95.9,41,"tensor(95.4098, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10264
801,0,-90.4,96,"tensor(120.0316, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10273
802,0,-95.9,41,"tensor(192.4884, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10277
803,0,-90.2,98,"tensor(82.0788, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10287
804,1,20.7,207,"tensor(144.3552, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10308
805,7,691.7,917,"tensor(43.5377, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10399
806,0,-86.8,132,"tensor(82.1368, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10413
807,1,20.8,208,"tensor(81.7316, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10433
808,0,-95.9,41,"tensor(191.1033, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10438
809,0,-95.9,41,"tensor(43.0004, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10442
810,0,-95.9,41,"tensor(157.9435, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10446
811,0,-89,110,"tensor(43.7370, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10457
812,1,22.2,222,"tensor(26.6785, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10479
813,0,-95.9,41,"tensor(1.1434, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10483
814,3,242.1,421,"tensor(42.6317, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10525
815,0,-95.9,41,"tensor(181.7798, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10529
816,1,18.9,189,"tensor(150.4593, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10548
817,0,-95.1,49,"tensor(65.9274, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10553
818,0,-95.9,41,"tensor(89.6355, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10557
819,0,-95.9,41,"tensor(91.4940, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10561
820,6,580.2,802,"tensor(117.1910, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10641
821,2,134.3,343,"tensor(105.9721, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10676
822,3,239,390,"tensor(120.8646, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10715
823,0,-95.9,41,"tensor(138.6649, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10719
824,0,-95.9,41,"tensor(109.1674, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10723
825,1,23,230,"tensor(124.1160, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10746
826,0,-90.3,97,"tensor(89.1335, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10756
827,0,-95.8,42,"tensor(39.9678, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10760
828,0,-95.9,41,"tensor(118.2335, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10764
829,0,-92.6,74,"tensor(166.9805, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10771
830,1,20.2,202,"tensor(9.0448, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10792
831,2,132.9,329,"tensor(42.6922, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10824
832,2,137.3,373,"tensor(71.6474, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10862
833,3,243.2,432,"tensor(42.1762, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10905
834,4,357.7,577,"tensor(131.2973, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10963
835,0,-95.9,41,"tensor(86.6147, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10967
836,1,20.5,205,"tensor(76.6836, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10987
837,0,-89.6,104,"tensor(201.4482, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,10998
838,5,469.9,699,"tensor(81.3772, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11068
839,5,468.1,681,"tensor(96.6017, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11136
840,0,-95.9,41,"tensor(60.6984, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11140
841,0,-91.4,86,"tensor(87.0510, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11148
842,1,21.4,214,"tensor(39.2730, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11170
843,1,20.6,206,"tensor(96.5629, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11190
844,0,-95.9,41,"tensor(112.8988, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11194
845,3,240.2,402,"tensor(39.5041, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11235
846,0,-95.9,41,"tensor(239.7009, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11239
847,0,-95.9,41,"tensor(116.1968, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11243
848,0,-91,90,"tensor(1.1489, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11252
849,5,469.2,692,"tensor(185.6894, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11321
850,0,-88.1,119,"tensor(129.5444, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11333
851,1,23.4,234,"tensor(63.7025, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11356
852,1,20.6,206,"tensor(121.9867, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11377
853,0,-95.9,41,"tensor(107.1759, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11381
854,2,131.9,319,"tensor(169.0575, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11413
855,0,-87.2,128,"tensor(49.6339, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11426
856,4,356.1,561,"tensor(153.3729, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11482
857,0,-89.9,101,"tensor(150.7394, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11492
858,0,-95.9,41,"tensor(43.6758, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11496
859,1,20,200,"tensor(130.6451, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11516
860,5,467.5,675,"tensor(224.7464, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11584
861,20,2134.1,2341,"tensor(120.9734, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11818
862,8,803.8,1038,"tensor(80.2652, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11921
863,0,-95.9,41,"tensor(81.7356, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11926
864,0,-90.5,95,"tensor(78.8443, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11935
865,2,132.2,322,"tensor(109.3070, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11967
866,0,-95.9,41,"tensor(241.9811, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11971
867,1,19,190,"tensor(79.0096, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11990
868,0,-95.9,41,"tensor(85.6410, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,11994
869,5,465.8,658,"tensor(89.8065, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12060
870,0,-89.7,103,"tensor(160.4771, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12071
871,0,-95.9,41,"tensor(79.9293, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12075
872,1,18.8,188,"tensor(0.8912, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12093
873,0,-95.9,41,"tensor(50.0058, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12098
874,0,-90.9,91,"tensor(78.6446, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12107
875,1,21.1,211,"tensor(32.0525, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12128
876,8,806,1060,"tensor(5.2158, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12234
877,2,126.4,264,"tensor(87.1170, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12260
878,0,-95.9,41,"tensor(195.6244, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12264
879,0,-92.9,71,"tensor(40.7487, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12271
880,0,-95.9,41,"tensor(39.7059, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12275
881,0,-95.9,41,"tensor(106.0073, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12280
882,0,-88.5,115,"tensor(90.6879, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12291
883,0,-90,100,"tensor(218.2158, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12301
884,2,135.9,359,"tensor(189.9924, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12337
885,1,20,200,"tensor(160.2934, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12357
886,6,578,780,"tensor(120.1735, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12435
887,0,-95.9,41,"tensor(41.6718, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12439
888,0,-92,80,"tensor(155.0041, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12447
889,2,133.5,335,"tensor(163.1845, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12481
890,8,805.6,1056,"tensor(157.2935, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12586
891,1,22.8,228,"tensor(41.6089, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12609
892,2,132.3,323,"tensor(100.3667, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12641
893,3,244.1,441,"tensor(44.7732, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12685
894,2,135.1,351,"tensor(58.7633, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12720
895,0,-87.3,127,"tensor(119.6115, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12733
896,0,-91.8,82,"tensor(1.0959, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12741
897,0,-86.4,136,"tensor(4.1822, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12755
898,1,20.8,208,"tensor(85.0855, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12776
899,0,-90,100,"tensor(109.3092, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12786
900,0,-95.9,41,"tensor(0.4617, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12790
901,0,-90.5,95,"tensor(158.0493, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12799
902,2,131.3,313,"tensor(228.0278, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12831
903,0,-87.4,126,"tensor(28.8549, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12843
904,2,134.1,341,"tensor(144.2708, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12877
905,0,-87.5,125,"tensor(70.3449, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12890
906,3,244.4,444,"tensor(40.3733, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12934
907,0,-87.8,122,"tensor(40.8488, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,12946
908,4,355.3,553,"tensor(57.6303, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13002
909,0,-95.9,41,"tensor(119.0368, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13006
910,1,19,190,"tensor(266.3711, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13025
911,0,-95.9,41,"tensor(72.6681, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13029
912,2,130.3,303,"tensor(129.2597, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13059
913,0,-95.9,41,"tensor(85.2667, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13063
914,0,-91.1,89,"tensor(0.4900, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13072
915,0,-89,110,"tensor(0.4689, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13083
916,3,245.2,452,"tensor(114.6193, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13128
917,0,-95.9,41,"tensor(119.9105, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13133
918,2,131.3,313,"tensor(67.9838, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13164
919,3,244.3,443,"tensor(46.6414, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13208
920,0,-92.3,77,"tensor(41.9997, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13216
921,0,-95.9,41,"tensor(126.2113, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13220
922,0,-92.6,74,"tensor(124.9907, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13227
923,3,246.1,461,"tensor(34.0153, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13273
924,1,21.4,214,"tensor(0.2150, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13295
925,0,-88.3,117,"tensor(118.1197, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13307
926,1,24.3,243,"tensor(113.4780, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13331
927,2,134.7,347,"tensor(40.4334, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13366
928,4,355.1,551,"tensor(30.0368, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13421
929,2,134.2,342,"tensor(122.3779, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13455
930,7,687.4,874,"tensor(80.4641, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13542
931,1,23,230,"tensor(264.0458, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13565
932,5,466.7,667,"tensor(39.6420, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13632
933,0,-95.9,41,"tensor(3.0078, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13636
934,2,132.2,322,"tensor(116.9909, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13668
935,0,-89,110,"tensor(153.9110, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13679
936,1,20.6,206,"tensor(86.1482, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13700
937,0,-95.9,41,"tensor(35.4390, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13704
938,6,573.9,739,"tensor(152.5314, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13778
939,0,-89.5,105,"tensor(76.4435, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13788
940,1,21.4,214,"tensor(2.2960, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13810
941,0,-95.9,41,"tensor(149.3449, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,13814
